start livelink
[0.061, -0.047, -0.007]
[0.059, -0.049, -0.007]
[0.058, -0.05, -0.008]
[0.055, -0.051, -0.009]
[0.05, -0.052, -0.01]
[0.048, -0.053, -0.011]
[0.045, -0.053, -0.013]
[0.043, -0.052, -0.013]
[0.042, -0.05, -0.013]
[0.041, -0.048, -0.013]
[0.041, -0.046, -0.012]
[0.041, -0.044, -0.011]
[0.042, -0.042, -0.011]
[0.043, -0.04, -0.011]
[0.043, -0.038, -0.012]
[0.045, -0.037, -0.013]
[0.047, -0.036, -0.014]
[0.052, -0.035, -0.014]
[0.06, -0.035, -0.014]
[0.07, -0.034, -0.012]
[0.076, -0.034, -0.011]
[0.079, -0.034, -0.01]
[0.081, -0.034, -0.008]
[0.082, -0.034, -0.006]
[0.085, -0.034, -0.004]
[0.09, -0.033, -0.002]
[0.097, -0.031, -0.002]
[0.103, -0.03, -0.003]
[0.11, -0.029, -0.004]
[0.115, -0.028, -0.004]
[0.12, -0.027, -0.005]
[0.124, -0.027, -0.004]
[0.128, -0.026, -0.004]
[0.131, -0.026, -0.004]
[0.133, -0.026, -0.003]
[0.136, -0.025, -0.002]
[0.145, -0.024, 0.001]
[0.145, -0.024, 0.001]
[0.149, -0.023, 0.002]
[0.151, -0.022, 0.003]
[0.154, -0.022, 0.002]
[0.161, -0.022, 0.0]
[0.171, -0.021, -0.001]
[0.184, -0.02, -0.0]
[0.197, -0.02, 0.001]
[0.211, -0.02, 0.004]
[0.226, -0.02, 0.007]
[0.241, -0.021, 0.008]
[0.259, -0.022, 0.01]
[0.276, -0.023, 0.01]
[0.292, -0.023, 0.011]
[0.308, -0.024, 0.013]
[0.322, -0.024, 0.014]
[0.334, -0.024, 0.016]
[0.344, -0.025, 0.017]
[0.353, -0.025, 0.017]
[0.361, -0.025, 0.017]
[0.369, -0.024, 0.016]
[0.376, -0.023, 0.015]
[0.382, -0.022, 0.015]
[0.388, -0.021, 0.015]
[0.393, -0.021, 0.015]
[0.396, -0.02, 0.016]
[0.4, -0.019, 0.017]
[0.403, -0.019, 0.019]
[0.408, -0.019, 0.019]
[0.412, -0.02, 0.02]
[0.416, -0.02, 0.021]
[0.42, -0.02, 0.021]
[0.423, -0.02, 0.023]
[0.43, -0.019, 0.025]
[0.436, -0.019, 0.026]
[0.441, -0.018, 0.027]
[0.446, -0.017, 0.029]
[0.448, -0.016, 0.03]
[0.45, -0.015, 0.032]
[0.452, -0.014, 0.033]
[0.453, -0.014, 0.035]
[0.453, -0.014, 0.037]
[0.454, -0.013, 0.038]
[0.453, -0.013, 0.04]
[0.452, -0.012, 0.04]
[0.451, -0.011, 0.04]
[0.45, -0.011, 0.04]
[0.449, -0.01, 0.04]
[0.447, -0.009, 0.041]
[0.446, -0.009, 0.041]
[0.444, -0.008, 0.041]
[0.443, -0.008, 0.042]
[0.441, -0.007, 0.042]
[0.44, -0.006, 0.043]
[0.438, -0.005, 0.044]
[0.437, -0.003, 0.045]
[0.437, -0.001, 0.048]
[0.438, 0.0, 0.051]
[0.44, 0.002, 0.055]
[0.443, 0.003, 0.059]
[0.447, 0.004, 0.063]
[0.45, 0.005, 0.067]
[0.452, 0.006, 0.071]
[0.453, 0.008, 0.074]
[0.454, 0.01, 0.077]
[0.453, 0.011, 0.08]
[0.451, 0.013, 0.083]
[0.449, 0.014, 0.086]
[0.444, 0.017, 0.09]
