start livelink
[-0.018, 0.132, -0.049]
[-0.002, 0.14, -0.034]
[-0.002, 0.14, -0.034]
[0.004, 0.144, -0.027]
[0.009, 0.147, -0.023]
[0.012, 0.149, -0.02]
[0.014, 0.151, -0.016]
[0.015, 0.152, -0.014]
[0.016, 0.152, -0.011]
[0.018, 0.152, -0.008]
[0.022, 0.151, -0.003]
[0.026, 0.148, 0.0]
[0.03, 0.145, 0.001]
[0.033, 0.142, 0.001]
[0.036, 0.138, -0.0]
[0.039, 0.133, -0.002]
[0.045, 0.126, -0.0]
[0.052, 0.119, 0.0]
[0.058, 0.113, 0.002]
[0.061, 0.108, 0.004]
[0.064, 0.105, 0.007]
[0.067, 0.103, 0.009]
[0.069, 0.101, 0.01]
[0.074, 0.1, 0.011]
[0.079, 0.098, 0.012]
[0.087, 0.093, 0.012]
[0.087, 0.093, 0.012]
[0.092, 0.091, 0.011]
[0.095, 0.089, 0.011]
[0.104, 0.083, 0.011]
[0.104, 0.083, 0.011]
[0.107, 0.079, 0.011]
[0.11, 0.076, 0.01]
[0.111, 0.072, 0.009]
[0.113, 0.069, 0.007]
[0.116, 0.066, 0.007]
[0.117, 0.062, 0.007]
[0.12, 0.057, 0.007]
[0.12, 0.057, 0.007]
[0.121, 0.055, 0.006]
[0.123, 0.053, 0.005]
[0.125, 0.052, 0.004]
[0.127, 0.051, 0.003]
[0.128, 0.05, 0.002]
[0.128, 0.049, 0.002]
[0.127, 0.048, 0.001]
[0.126, 0.048, 0.001]
[0.125, 0.047, 0.001]
[0.124, 0.047, 0.001]
[0.122, 0.047, 0.002]
[0.118, 0.047, 0.004]
[0.114, 0.047, 0.005]
[0.11, 0.048, 0.004]
[0.107, 0.049, 0.003]
[0.107, 0.05, 0.001]
[0.106, 0.051, -0.002]
[0.106, 0.053, -0.003]
[0.107, 0.055, -0.005]
[0.107, 0.055, -0.005]
[0.108, 0.056, -0.005]
[0.106, 0.057, -0.008]
[0.102, 0.056, -0.01]
[0.094, 0.055, -0.013]
[0.085, 0.054, -0.014]
[0.075, 0.053, -0.016]
[0.052, 0.052, -0.023]
[0.052, 0.052, -0.023]
[0.039, 0.052, -0.026]
[0.028, 0.053, -0.028]
[0.011, 0.056, -0.031]
